id,financescore,country,classsize,city,rating,totalscore,numericalstaff,staffstudentratio,approvals,academicscore,summary,techscore,citySafety,confidence,housingprovision,techecosystem,curriculum,staffcount,schoolname,worklifescore,noncontacttime,healthcoverage,image,Profit Status,salaryRange,Ownership,inspect,validated,profit status,ownership,citysafety,lastSync,scrapedJobsCount,scrapedJobsList,revalidationError,revalidationStatus,isRevalidating,revalidationCompletedAt,cachedStability,lastScrapedAt,website,agency,careersPageUrl,name,tesOrganizationId,tesEmployerSlug,updatedAt
"FLIS0219","7.9","Malaysia","25","Shah Alam","Highly Regarded","7.4","155","1:13","Ministry","8.1","US curriculum school in Salmabad, For-Profit, with 1:13 ratio and Mixed LMS.","7.2","","9.1","Provided","Mixed LMS","British / IB","155","Tenby International School Setia Eco Park","7.0","15%","Yes","","","$3,400.00","","Britus Education","","Yes","International Schools Partnership","8.8","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788360142,""_nanoseconds"":106000000}","{""schoolId"":""FLIS0219"",""schoolName"":""Tenby International School Setia Eco Park"",""category"":""MODERATE_TURNOVER"",""statusLabel"":""Moderate Turnover (Healthy)"",""isUpdating"":false,""lastScrapedAt"":""2026-09-02T14:42:21.781Z"",""metrics"":{""estimatedStaffBase"":""155"",""totalKnownVacancies"":17,""estimatedChurnRatePercent"":11,""leadershipVacanciesCount"":0,""secondaryVacanciesCount"":15,""primaryVacanciesCount"":2,""riskRating"":""MODERATE"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":17},""scrapedJobsList"":[""Design and Technology Teacher (Posted: 2026-08-31T15:06:29.998Z) - ISP"",""EAL Teacher (Posted: 2026-08-31T15:06:29.987Z) - ISP"",""Head of Art (Posted: 2026-08-31T15:06:30.000Z) - ISP"",""Primary Teacher (Posted: 2026-08-31T15:06:29.984Z) - ISP"",""Mathematics Teacher (Posted: 2026-08-31T15:06:29.989Z) - ISP"",""Humanities Teacher (Posted: 2026-08-31T15:06:30.000Z) - ISP"",""ICT Cover Teacher (Posted: 2026-08-31T15:06:29.980Z) - ISP"",""English Teacher (Posted: 2026-08-31T15:06:29.991Z) - ISP"",""Science Teacher (Maternity Cover) (Posted: 2026-08-31T15:06:30.001Z) - ISP"",""Economics Teacher (Posted: 2026-08-31T15:06:29.979Z) - ISP"",""Maths Teacher (National) (Posted: 2026-08-31T15:06:29.999Z) - ISP"",""Intern (Posted: 2026-08-31T15:06:30.000Z) - ISP"",""ART TEACHER (Posted: 2026-08-31T15:06:29.995Z) - ISP"",""Teacher (Posted: 2026-08-31T15:06:29.985Z) - ISP"",""Head of Physical Education (Primary) (Posted: 2026-08-31T15:06:29.989Z) - ISP"",""Head of Design Technology (Posted: 2026-08-31T15:06:29.989Z) - ISP"",""Head of Primary (Posted: 2026-08-31T15:06:30.000Z) - ISP"",""English Teacher IGCSE (Posted: 2026-08-31T15:06:29.991Z) - ISP"",""SEN Teacher (Posted: 2026-08-31T15:06:29.988Z) - ISP"",""Head of Mathematics (Posted: 2026-08-31T15:06:30.000Z) - ISP"",""Design and Technology Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""EAL Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""Head of Art (Posted: Recently; Closes: [object Object]) - ISP"",""Primary Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""Mathematics Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""Humanities Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""ICT Cover Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""English Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""Science Teacher (Maternity Cover) (Posted: Recently; Closes: [object Object]) - ISP"",""Economics Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""Maths Teacher (National) (Posted: Recently; Closes: [object Object]) - ISP"",""Intern (Posted: Recently; Closes: [object Object]) - ISP"",""ART TEACHER (Posted: Recently; Closes: [object Object]) - ISP"",""Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""Head of Physical Education (Primary) (Posted: Recently; Closes: [object Object]) - ISP"",""Head of Design Technology (Posted: Recently; Closes: [object Object]) - ISP"",""Head of Primary (Posted: Recently; Closes: [object Object]) - ISP"",""English Teacher IGCSE (Posted: Recently; Closes: [object Object]) - ISP"",""SEN Teacher (Posted: Recently; Closes: [object Object]) - ISP"",""Head of Mathematics (Posted: Recently; Closes: [object Object]) - ISP"",""Head of Physical Education (Posted: Recently; Closes: [object Object]) - ISP"",""Science Teacher (Posted: Recently; Closes: [object Object]) - ISP""],""vacancies_discovered"":[{""title"":""Science Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.001Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Art"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Humanities Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Intern"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Primary"",""department"":""Primary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Mathematics"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Design and Technology Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.998Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""ART TEACHER"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.995Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""English Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.991Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Mathematics Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.989Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Physical Education"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.989Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Design Technology"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.989Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""SEN Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.988Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""EAL Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.987Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Primary Teacher"",""department"":""Primary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.984Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""ICT Cover Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.980Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Economics Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.979Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Science Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.001Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Art"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Humanities Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Intern"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Primary"",""department"":""Primary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Mathematics"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:30.000Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Design and Technology Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.998Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""ART TEACHER"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.995Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""English Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.991Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Mathematics Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.989Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Physical Education"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.989Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Design Technology"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.989Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""SEN Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.988Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""EAL Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.987Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Primary Teacher"",""department"":""Primary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.984Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""ICT Cover Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.980Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Economics Teacher"",""department"":""Secondary"",""source"":""ISP"",""source_url"":""https://www.tenby-international-school-setia-eco-park.com"",""date_listed"":""2026-08-31T15:06:29.979Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":17,""estimated_churn_percentage"":11,""leadership_vacancies_count"":0,""secondary_vacancies_count"":15,""primary_vacancies_count"":2,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 17 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 17 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-09-02T14:42:21.781Z","https://tenby.edu.sg","Britus Educational Portal, Gulf Talent, LinkedIn","","Tenby International School Setia Eco Park","","","2026-08-30T16:19:07.622Z"
"FLIS0220","8.0","United Arab Emirates","22","Dubai","Highly Regarded","7.6","55","1:10","Ministry","8.0","UK curriculum school in Manama, For-Profit, with 1:10 ratio and Microsoft LMS.","7.5","","9.0","Provided","Microsoft LMS","American","62","Nibras International School","7.1","16%","Yes","","","$4,500.00","","Private","","Yes","International Schools Partnership","9.8","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788076586,""_nanoseconds"":572000000}","","2026-08-30T07:56:26.570Z","https://nisdubai.ae","Teach Away, LinkedIn, Gulf Talent","https://mns-bahrain.com/career.php","Nibras International School","1178513","multinational-school-bahrain-1178513","2026-08-30T16:19:07.622Z"
"FLIS0221","8.0","Italy","22","Milan","Highly Regarded","8.0","60","1:10","BISA","8.2","UK curriculum school in Manama, For-Profit, with 1:10 ratio and Google LMS.","7.8","","9.4","Provided","Google LMS","IB","68","ICS Milan International School","7.6","20%","Yes","","","$3,900.00","","Inspired","","Yes","Globeducate","8.9","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788291316,""_nanoseconds"":490000000}","{""schoolId"":""FLIS0221"",""schoolName"":""ICS Milan International School"",""category"":""LOW_TURNOVER"",""statusLabel"":""Low Turnover (Stable)"",""isUpdating"":false,""lastScrapedAt"":""2026-09-01T19:35:15.049Z"",""metrics"":{""estimatedStaffBase"":""60"",""totalKnownVacancies"":5,""estimatedChurnRatePercent"":8,""leadershipVacanciesCount"":0,""secondaryVacanciesCount"":3,""primaryVacanciesCount"":2,""riskRating"":""LOW"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":5},""scrapedJobsList"":[""Early Years Teacher (Posted: 2026-09-01T17:49:24.466Z) - Globeducate"",""Physics Teacher | September or January start (Posted: 2026-09-01T17:49:24.466Z) - Globeducate"",""Primary Teacher (August 2026)Nadeen School, DilmuniaJob overview Nadeen School, rated Outstanding by BQA and BSO, is a British premium school with a state-of-the-art campus that fosters excellence in education. We are seeking a passionate and dedicated Primary Teacher to join our dynamic team. The... (Posted: Recently; Closes: [object Object]) - TES"",""Secondary PE Teacher (August 2026)Nadeen School, BahrainJob overview Nadeen School, rated Outstanding by BQA and BSO, is a British premium school with a state-of-the-art campus that fosters excellence in education. We are seeking a passionate and dedicated Secondary PE Teacher to join our dynamic... (Posted: Recently; Closes: [object Object]) - TES"",""Secondary PE Teacher (August 2026) (Posted: Recently; Closes: [object Object]) - TES"",""Primary Teacher (Posted: Recently; Closes: [object Object]) - TES"",""Secondary PE Teacher (August 2026)Nadeen School, BahrainJob overview Nadeen School, rated Outstanding by BQA and BSO, is a British premium school with a state-of-the-art campus that fosters excellence in education. We are seeking a passionate and dedicated Secondary PE Teacher to join our dynamic... (Posted: Recently; Closes: 2026-09-06) - TES"",""FS Teacher - available immediately (Posted: Recently; Closes: [object Object]) - TES"",""Secondary PE Teacher (Posted: Recently; Closes: [object Object]) - TES"",""FS Teacher - available immediatelyNadeen School, DilmuniaJob overview Nadeen School, rated Outstanding by BQA and BSO, is a British premium school with a state-of-the-art campus that fosters excellence in education. We are seeking a passionate and dedicated FS Teacher to join our dynamic team. The... (Posted: Recently; Closes: [object Object]) - TES"",""Primary Teacher (August 2026) (Posted: Recently; Closes: [object Object]) - TES"",""Early Years Teacher (Posted: Recently; Closes: [object Object]) - Globeducate"",""Physics Teacher | September or January start (Posted: Recently; Closes: [object Object]) - Globeducate""],""vacancies_discovered"":[{""title"":""Early Years Teacher"",""department"":""Primary"",""source"":""Globeducate"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""2026-09-01T17:49:24.466Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Physics Teacher | September or January start"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""2026-09-01T17:49:24.466Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Primary Teacher"",""department"":""Primary"",""source"":""TES"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""August 2026"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Secondary PE Teacher"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""August 2026"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""FS Teacher - available immediately"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Early Years Teacher"",""department"":""Primary"",""source"":""Globeducate"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""2026-09-01T17:49:24.466Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Physics Teacher | September or January start"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""2026-09-01T17:49:24.466Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Primary Teacher"",""department"":""Primary"",""source"":""TES"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""August 2026"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Secondary PE Teacher"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""August 2026"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""FS Teacher - available immediately"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.ics-milan-international-school.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":5,""estimated_churn_percentage"":8,""leadership_vacancies_count"":0,""secondary_vacancies_count"":3,""primary_vacancies_count"":2,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 5 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 5 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-09-01T19:35:15.049Z","https://icsmilan.com","Teacher Horizons, LinkedIn, Gulf Talent","https://nadeenschool.com/join-our-family/#join_team","ICS Milan International School","1062752","nadeen-school-1062752","2026-08-30T16:19:07.622Z"
"FLIS0222","8.1","Spain","26","Barcelona","Highly Regarded","7.3","40","1:14","Ministry","8.3","UK curriculum school in Juffair, For-Profit, with 1:14 ratio and Microsoft LMS.","7.0","","8.8","Provided","Microsoft LMS","IB / Spanish","45","Agora Sant Cugat International School","6.8","14%","Yes","","","$3,600.00","","Private","","Yes","Globeducate","9.2","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788076581,""_nanoseconds"":491000000}","","2026-08-30T07:56:21.489Z","https://agorasantcugat.edu.es","Gulf Talent, LinkedIn","","Agora Sant Cugat International School","","","2026-08-30T16:19:07.623Z"
"FLIS0223","7.9","Portugal","20","Lagoa","Highly Regarded","8.0","75","1:9","CIS","8.0","UK / IB curriculum school in Riffa, Non-Profit, with 1:9 ratio and Microsoft LMS.","7.6","","9.3","Provided","Microsoft LMS","British","82","Nobel Algarve British International School","7.4","20%","Yes","","","$3,400.00","","Board","","Yes","Globeducate","9.5","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788076580,""_nanoseconds"":767000000}","","2026-08-30T07:56:20.765Z","https://nobelalgarve.com","LinkedIn, Gulf Talent","","Nobel Algarve British International School","","","2026-08-30T16:19:07.623Z"
"FLIS0224","9.0","Bahrain","23","Isa Town","8.4","8.4","155","1:10","BSME","8.7","UK curriculum school in Isa Town, Non-Profit, with 1:10 ratio and Mixed LMS.","8.5","","9.7","No","Mixed LMS","UK","170","St Christopher's School","7.5","20%","Yes","","","$4,333","","Association","","Yes","Non-Profit","8.5","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788164344,""_nanoseconds"":789000000}","{""schoolId"":""FLIS0224"",""schoolName"":""St Christopher's School"",""category"":""LOW_TURNOVER"",""statusLabel"":""Low Turnover (Stable)"",""isUpdating"":false,""lastScrapedAt"":""2026-08-31T08:19:03.360Z"",""metrics"":{""estimatedStaffBase"":""155"",""totalKnownVacancies"":1,""estimatedChurnRatePercent"":1,""leadershipVacanciesCount"":0,""secondaryVacanciesCount"":1,""primaryVacanciesCount"":0,""riskRating"":""LOW"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":1},""scrapedJobsList"":[""Vacancy at St Christopher's School (Posted: Recently; Closes: [object Object]) - School ATS Portal""],""vacancies_discovered"":[{""title"":""Vacancy at St Christopher's School"",""department"":""Secondary"",""source"":""School ATS Portal"",""source_url"":""https://www.st-christophers-school.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Vacancy at St Christopher's School"",""department"":""Secondary"",""source"":""School ATS Portal"",""source_url"":""https://www.st-christophers-school.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":1,""estimated_churn_percentage"":1,""leadership_vacancies_count"":0,""secondary_vacancies_count"":1,""primary_vacancies_count"":0,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 1 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 1 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-08-31T08:19:03.360Z","https://st-chris.schoolrecruiter.com/","SchoolRecruiter Portal, Search Associates, LinkedIn","https://st-chris.schoolrecruiter.com/","St Christopher's School","1170107","st-christopher-s-school-primary-1170107","2026-08-30T16:19:07.623Z"
"FLIS0225","8.2","Belgium","18","Ekeren","8.2","8.2","48","1:7","CIS","8.4","IB curriculum school in Ekeren, Non-Profit, with 1:7 ratio and Google LMS.","8.2","","9.5","No","Google LMS","IB","54","Antwerp International School","7.6","22%","Yes","","","$4,416","","Foundation","","Yes","Non-Profit","8.5","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788076675,""_nanoseconds"":958000000}","","2026-08-30T07:57:55.956Z","","Search Associates, Schrole, LinkedIn","","Antwerp International School","","","2026-08-30T16:19:07.623Z"
"FLIS0226","8.0","Belgium","20","Brussels","8","8.0","35","1:8","CIS","7.8","IB curriculum school in Brussels, For-Profit, with 1:8 ratio and Google LMS.","7.8","","9.3","No","Google LMS","IB","40","BEPS International School","7.4","20%","Yes","","","$4,083","","Private","","Yes","For-Profit","8.8","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788076578,""_nanoseconds"":153000000}","","2026-08-30T07:56:18.151Z","","Search Associates, LinkedIn","","BEPS International School","","","2026-08-30T16:19:07.623Z"
"FLIS0227","8.1","Belgium","22","Brussels","7.9","7.9","42","1:9","IB World","7.6","IB curriculum school in Brussels, For-Profit, with 1:9 ratio and Microsoft LMS.","8.0","","9.2","No","Microsoft LMS","IB","48","Bogaerts International School","7.2","18%","Yes","","","$3,916","","Private","","Yes","For-Profit","8.8","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788076583,""_nanoseconds"":16000000}","","2026-08-30T07:56:23.012Z","","LinkedIn, Teacher Horizons","","Bogaerts International School","","","2026-08-30T16:19:07.623Z"
"FLIS0228","8.3","Belgium","20","Brussels","8.1","8.1","30","1:9","COBIS","8.0","UK curriculum school in Brussels, For-Profit, with 1:9 ratio and Microsoft LMS.","7.8","","9.4","No","Microsoft LMS","UK","35","British International School of Brussels","7.5","20%","Yes","","","$4,250","","Private","","Yes","For-Profit","8.8","2026-05-26T10:41:49.010Z","0","[]","","success","true","{""_seconds"":1788076576,""_nanoseconds"":602000000}","","2026-08-30T07:56:16.600Z","","LinkedIn, Teacher Horizons","","British International School of Brussels","","","2026-08-30T16:19:07.623Z"
